sessions,n_sessions,erp,scale,horizon,p_zero,p_profit,p_goal,median_net,mean_net,avg_payouts,avg_passed,avg_target,eg_risk
2000,1,0.1,True,84,0.0,0.0,0.0,-980.0,-1064.084,0.0,0.438,0.0,200.0
2000,1,0.1,False,84,0.0,0.0,0.0,-980.0,-1064.084,0.0,0.438,0.0,200.0
300+930,2,0.1,True,84,0.0,0.0,0.0,-980.0,-1067.416,0.0,0.872,0.0,200.0
930+2000,2,0.2,False,84,0.0,0.0566,0.0562,-1960.0,-1124.08325,0.58,9.054,3.156,800.0
930+2000,2,0.4,True,84,0.0,0.0566,0.0562,-1960.0,-1124.08325,0.58,9.054,3.156,800.0
930,1,0.1,True,84,0.0,0.0,0.0,-980.0,-1205.204,0.0,1.726,0.006,200.0
930,1,0.1,False,84,0.0,0.0,0.0,-980.0,-1205.204,0.0,1.726,0.006,200.0
300+930+2000,3,0.2,True,84,0.0,0.0,0.0,-980.0,-1206.772,0.0,2.834,0.098,400.0
300+2000,2,0.2,False,84,0.0,0.055,0.055,-2940.0,-1290.52755,0.55,9.004,2.928,800.0
300+2000,2,0.3,False,84,0.0,0.055,0.055,-2940.0,-1290.52755,0.55,9.004,2.928,1200.0
300+2000,2,0.4,True,84,0.0,0.055,0.055,-2940.0,-1290.52755,0.55,9.004,2.928,800.0
300+2000,2,0.5,True,84,0.0,0.055,0.055,-2940.0,-1290.52755,0.55,9.004,2.928,1000.0
300+2000,2,0.6,True,84,0.0,0.055,0.055,-2940.0,-1290.52755,0.55,9.004,2.928,1200.0
930+2000,2,0.1,False,84,0.0,0.0016,0.0016,-980.0,-1318.5743,0.016,3.746,0.238,400.0
930+2000,2,0.2,True,84,0.0,0.0016,0.0016,-980.0,-1318.5743,0.016,3.746,0.238,400.0
300+930+2000,3,0.4,True,84,0.0,0.0452,0.0446,-1960.0,-1335.0552,0.454,8.832,2.994,800.0
300+930,2,0.3,True,84,0.0,0.0486,0.0484,-1960.0,-1384.4719,0.492,8.748,2.784,600.0
2000,1,0.2,True,84,0.0,0.0002,0.0002,-980.0,-1386.46665,0.002,3.294,0.144,400.0
2000,1,0.2,False,84,0.0,0.0002,0.0002,-980.0,-1386.46665,0.002,3.294,0.144,400.0
2000,1,0.3,True,84,0.0,0.0002,0.0002,-980.0,-1386.46665,0.002,3.294,0.144,600.0
2000,1,0.3,False,84,0.0,0.0002,0.0002,-980.0,-1386.46665,0.002,3.294,0.144,600.0
300,1,0.1,True,84,0.0,0.0006,0.0006,-980.0,-1437.052,0.006,2.604,0.14,200.0
300,1,0.1,False,84,0.0,0.0006,0.0006,-980.0,-1437.052,0.006,2.604,0.14,200.0
930,1,0.3,True,84,0.0,0.0486,0.0484,-2940.0,-1464.90845,0.492,8.922,2.828,600.0
930,1,0.3,False,84,0.0,0.0486,0.0484,-2940.0,-1464.90845,0.492,8.922,2.828,600.0
930,1,0.4,True,84,0.0,0.0486,0.0484,-2940.0,-1464.90845,0.492,8.922,2.828,800.0
930,1,0.4,False,84,0.0,0.0486,0.0484,-2940.0,-1464.90845,0.492,8.922,2.828,800.0
930+2000,2,0.3,True,84,0.0,0.02,0.02,-1960.0,-1502.29605,0.202,6.95,1.662,600.0
300+2000,2,0.1,False,84,0.0,0.0026,0.0026,-980.0,-1529.4562,0.026,4.4,0.432,400.0
300+2000,2,0.2,True,84,0.0,0.0026,0.0026,-980.0,-1529.4562,0.026,4.4,0.432,400.0
300+930+2000,3,0.1,False,84,0.0,0.0112,0.011,-1960.0,-1553.2155,0.112,6.666,1.454,600.0
300+930+2000,3,0.3,True,84,0.0,0.0112,0.011,-1960.0,-1553.2155,0.112,6.666,1.454,600.0
2000,1,0.4,True,84,0.0,0.0442,0.0442,-2940.0,-1555.748,0.446,8.64,2.612,800.0
2000,1,0.4,False,84,0.0,0.0442,0.0442,-2940.0,-1555.748,0.446,8.64,2.612,800.0
300+930,2,0.1,False,84,0.0,0.0048,0.0048,-1960.0,-1577.81955,0.048,5.402,0.776,400.0
300+930,2,0.2,True,84,0.0,0.0048,0.0048,-1960.0,-1577.81955,0.048,5.402,0.776,400.0
300+2000,2,0.3,True,84,0.0,0.0308,0.0306,-1960.0,-1618.4025,0.308,7.736,2.164,600.0
930,1,0.2,True,84,0.0,0.017,0.017,-1960.0,-1757.33905,0.172,7.016,1.62,400.0
930,1,0.2,False,84,0.0,0.017,0.017,-1960.0,-1757.33905,0.172,7.016,1.62,400.0
300,1,0.2,True,84,0.0,0.0214,0.0214,-1960.0,-1784.31725,0.22,6.748,1.55,400.0
300,1,0.2,False,84,0.0,0.0214,0.0214,-1960.0,-1784.31725,0.22,6.748,1.55,400.0
300,1,0.3,True,84,0.0,0.0214,0.0214,-1960.0,-1784.31725,0.22,6.748,1.55,600.0
300,1,0.3,False,84,0.0,0.0214,0.0214,-1960.0,-1784.31725,0.22,6.748,1.55,600.0
