sessions,n_sessions,erp,scale,horizon,p_zero,p_profit,p_goal,median_net,mean_net,avg_payouts,avg_passed,avg_target,eg_risk
300,1,0.4,True,84,0.0,0.049,0.049,-2940.0,-1673.6508,0.5,9.398,3.282,800.0
300,1,0.4,False,84,0.0,0.049,0.049,-2940.0,-1673.6508,0.5,9.398,3.282,800.0
930,1,0.2,True,84,0.0,0.002,0.002,-1960.0,-1712.5046,0.02,4.926,0.7,400.0
930,1,0.2,False,84,0.0,0.002,0.002,-1960.0,-1712.5046,0.02,4.926,0.7,400.0
300+930+2000,3,0.5,True,84,0.0,0.0242,0.0242,-1960.0,-1714.8717,0.244,9.108,3.206,1000.0
930+2000,2,0.2,False,84,0.0,0.0084,0.0084,-1960.0,-1718.42085,0.084,7.0,1.69,800.0
930+2000,2,0.4,True,84,0.0,0.0084,0.0084,-1960.0,-1718.42085,0.084,7.0,1.69,800.0
300+930,2,0.3,False,84,0.0,0.0328,0.0328,-2940.0,-1755.4457,0.328,9.632,3.528,1200.0
300+930,2,0.5,True,84,0.0,0.0328,0.0328,-2940.0,-1755.4457,0.328,9.632,3.528,1000.0
300+930,2,0.6,True,84,0.0,0.0328,0.0328,-2940.0,-1755.4457,0.328,9.632,3.528,1200.0
300+930+2000,3,0.4,True,84,0.0,0.008,0.008,-1960.0,-1774.50525,0.082,7.08,1.802,800.0
300,1,0.2,True,84,0.0,0.0052,0.0052,-1960.0,-1816.68135,0.054,5.404,0.92,400.0
300,1,0.2,False,84,0.0,0.0052,0.0052,-1960.0,-1816.68135,0.054,5.404,0.92,400.0
300,1,0.3,True,84,0.0,0.0052,0.0052,-1960.0,-1816.68135,0.054,5.404,0.92,600.0
300,1,0.3,False,84,0.0,0.0052,0.0052,-1960.0,-1816.68135,0.054,5.404,0.92,600.0
300+2000,2,0.3,True,84,0.0,0.0048,0.0048,-1960.0,-1827.8947,0.048,6.11,1.272,600.0
930+2000,2,0.3,False,84,0.0,0.014,0.014,-1960.0,-1855.53425,0.14,8.508,2.702,1200.0
930+2000,2,0.5,True,84,0.0,0.014,0.014,-1960.0,-1855.53425,0.14,8.508,2.702,1000.0
930+2000,2,0.6,True,84,0.0,0.014,0.014,-1960.0,-1855.53425,0.14,8.508,2.702,1200.0
300+930,2,0.2,False,84,0.0,0.02,0.02,-1960.0,-1870.23885,0.2,8.798,2.808,800.0
300+930,2,0.4,True,84,0.0,0.02,0.02,-1960.0,-1870.23885,0.2,8.798,2.808,800.0
300+930,2,0.3,True,84,0.0,0.0086,0.0086,-1960.0,-1878.55205,0.086,7.166,1.772,600.0
300+2000,2,0.2,False,84,0.0,0.0078,0.0078,-1960.0,-1902.058,0.078,7.326,1.944,800.0
300+2000,2,0.3,False,84,0.0,0.0078,0.0078,-1960.0,-1902.058,0.078,7.326,1.944,1200.0
300+2000,2,0.4,True,84,0.0,0.0078,0.0078,-1960.0,-1902.058,0.078,7.326,1.944,800.0
300+2000,2,0.5,True,84,0.0,0.0078,0.0078,-1960.0,-1902.058,0.078,7.326,1.944,1000.0
300+2000,2,0.6,True,84,0.0,0.0078,0.0078,-1960.0,-1902.058,0.078,7.326,1.944,1200.0
930,1,0.3,True,84,0.0,0.0078,0.0076,-1960.0,-1940.1417,0.078,6.896,1.61,600.0
930,1,0.3,False,84,0.0,0.0078,0.0076,-1960.0,-1940.1417,0.078,6.896,1.61,600.0
930,1,0.4,True,84,0.0,0.0078,0.0076,-1960.0,-1940.1417,0.078,6.896,1.61,800.0
930,1,0.4,False,84,0.0,0.0078,0.0076,-1960.0,-1940.1417,0.078,6.896,1.61,800.0
2000,1,0.4,True,84,0.0,0.0044,0.0044,-1960.0,-1968.0185,0.044,6.318,1.214,800.0
2000,1,0.4,False,84,0.0,0.0044,0.0044,-1960.0,-1968.0185,0.044,6.318,1.214,800.0
2000,1,0.5,True,84,0.0,0.0208,0.0208,-2940.0,-2136.79235,0.208,8.734,2.656,1000.0
2000,1,0.5,False,84,0.0,0.0208,0.0208,-2940.0,-2136.79235,0.208,8.734,2.656,1000.0
2000,1,0.6,True,84,0.0,0.0208,0.0208,-2940.0,-2136.79235,0.208,8.734,2.656,1200.0
2000,1,0.6,False,84,0.0,0.0208,0.0208,-2940.0,-2136.79235,0.208,8.734,2.656,1200.0
