combo_id,rr_ratio,sl_atr_multiplier,breakeven_r,atr_vol_filter,require_daily_momentum,n_trades,win_rate,avg_r,trades_per_day,best_ev_per_day,best_account,best_scheme,best_eval_risk,best_funded_risk,best_pass_rate,screen_time_s
33daba47422a,1.5,1.25,1.0,0.0,True,163,0.454,0.1192,0.5,5.1537,50K,fixed_dollar,0.2,0.6,0.475,12.47
32e7383eae93,1.5,1.25,1.0,1.0,False,343,0.4636,0.1494,0.5,7.8719,50K,pct_balance,0.2,0.6,0.562,12.15
9e6fd0408fe6,1.5,1.25,1.0,1.0,True,154,0.4481,0.0983,0.5,3.1326,50K,fixed_dollar,0.2,0.6,0.431,12.24
663bf5e09c43,1.5,1.5,0.0,0.0,False,356,0.4522,0.122,0.5,7.1973,50K,fixed_dollar,0.2,0.6,0.505,12.58
cfbc5fc69ee1,1.5,1.5,0.0,0.0,True,157,0.4459,0.1052,0.5,4.2725,50K,fixed_dollar,0.2,0.6,0.45,12.64
e2618933b309,1.5,1.5,0.0,1.0,False,338,0.4497,0.1146,0.5,5.0897,50K,fixed_dollar,0.2,0.6,0.479,12.27
7c5327705dae,1.5,1.5,0.0,1.0,True,149,0.4362,0.075,0.5,1.6918,50K,fixed_dollar,0.2,0.6,0.378,12.15
c3d32433d74c,1.5,1.5,0.5,0.0,False,356,0.4522,0.122,0.5,7.1973,50K,fixed_dollar,0.2,0.6,0.505,12.36
7ba0754cf853,1.5,1.5,0.5,0.0,True,157,0.4459,0.1052,0.5,4.2725,50K,fixed_dollar,0.2,0.6,0.45,12.3
446baaa396e8,1.5,1.5,0.5,1.0,False,338,0.4497,0.1146,0.5,5.0897,50K,fixed_dollar,0.2,0.6,0.479,12.54
552e1070933c,1.5,1.5,0.5,1.0,True,149,0.4362,0.075,0.5,1.6918,50K,fixed_dollar,0.2,0.6,0.378,12.45
e4f76da11cf7,1.5,1.5,1.0,0.0,False,356,0.4522,0.122,0.5,7.1973,50K,fixed_dollar,0.2,0.6,0.505,12.37
688305702bdf,1.5,1.5,1.0,0.0,True,157,0.4459,0.1052,0.5,4.2725,50K,fixed_dollar,0.2,0.6,0.45,12.22
d3a668b52deb,1.5,1.5,1.0,1.0,False,338,0.4497,0.1146,0.5,5.0897,50K,fixed_dollar,0.2,0.6,0.479,12.31
a89c3d3a82c0,1.5,1.5,1.0,1.0,True,149,0.4362,0.075,0.5,1.6918,50K,fixed_dollar,0.2,0.6,0.378,12.18
