combo_id,strategy,params_json,n_trades,win_rate,avg_r,trades_per_day,best_ev_per_day,best_account,best_scheme,best_eval_risk,best_funded_risk,best_pass_rate,screen_time_s
32df58a5d7f7,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 1.0, ""rr_ratio"": 1.5, ""use_200sma_filter"": false}",889,0.0394,-0.4903,0.5739,-19.3316,50K,fixed_dollar,0.2,0.4,0.0,3.83
1860b92b63d0,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 1.0, ""rr_ratio"": 1.5, ""use_200sma_filter"": true}",284,0.0106,-0.5851,0.1833,-21.0121,100K,fixed_dollar,0.2,0.4,0.0,3.19
5bdeed513131,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 1.0, ""rr_ratio"": 2.0, ""use_200sma_filter"": false}",889,0.0394,-0.4919,0.5739,-19.3278,50K,fixed_dollar,0.2,0.4,0.0,3.94
e17d3d06a9f6,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 1.0, ""rr_ratio"": 2.0, ""use_200sma_filter"": true}",284,0.0106,-0.5851,0.1833,-21.0121,100K,fixed_dollar,0.2,0.4,0.0,2.81
10d3c63babfb,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 1.0, ""rr_ratio"": 3.0, ""use_200sma_filter"": false}",889,0.0394,-0.4919,0.5739,-19.3278,50K,fixed_dollar,0.2,0.4,0.0,3.72
43e7629610d1,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 1.0, ""rr_ratio"": 3.0, ""use_200sma_filter"": true}",284,0.0106,-0.5851,0.1833,-21.0121,100K,fixed_dollar,0.2,0.4,0.0,2.82
9baa437cea27,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 1.5, ""rr_ratio"": 1.0, ""use_200sma_filter"": false}",889,0.0394,-0.3362,0.5739,-19.1339,100K,fixed_dollar,0.2,0.4,0.0,3.81
9d642c3b2c05,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 1.5, ""rr_ratio"": 1.0, ""use_200sma_filter"": true}",284,0.0106,-0.4145,0.1833,-20.5915,100K,fixed_dollar,0.2,0.4,0.0,3.01
e850782e73d8,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 1.5, ""rr_ratio"": 1.5, ""use_200sma_filter"": false}",889,0.0394,-0.3374,0.5739,-19.1311,100K,fixed_dollar,0.2,0.4,0.0,4.07
04013424229b,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 1.5, ""rr_ratio"": 1.5, ""use_200sma_filter"": true}",284,0.0106,-0.4145,0.1833,-20.5915,100K,fixed_dollar,0.2,0.4,0.0,2.86
423291fbf836,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 1.5, ""rr_ratio"": 2.0, ""use_200sma_filter"": false}",889,0.0394,-0.3374,0.5739,-19.1311,100K,fixed_dollar,0.2,0.4,0.0,3.79
e9a4f7e6a948,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 1.5, ""rr_ratio"": 2.0, ""use_200sma_filter"": true}",284,0.0106,-0.4145,0.1833,-20.5915,100K,fixed_dollar,0.2,0.4,0.0,3.02
4f47e5d5034b,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 1.5, ""rr_ratio"": 3.0, ""use_200sma_filter"": false}",889,0.0394,-0.3374,0.5739,-19.1311,100K,fixed_dollar,0.2,0.4,0.0,4.55
bef096cff558,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 1.5, ""rr_ratio"": 3.0, ""use_200sma_filter"": true}",284,0.0106,-0.4145,0.1833,-20.5915,100K,fixed_dollar,0.2,0.4,0.0,3.71
67a3e33ae3bc,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 2.0, ""rr_ratio"": 1.0, ""use_200sma_filter"": false}",889,0.0394,-0.2542,0.5739,-18.8811,100K,fixed_dollar,0.2,0.4,0.0,3.95
f9c9c80c2463,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 2.0, ""rr_ratio"": 1.0, ""use_200sma_filter"": true}",284,0.0106,-0.3151,0.1833,-20.4059,100K,fixed_dollar,0.2,0.4,0.0,3.74
3752c0d28b79,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 2.0, ""rr_ratio"": 1.5, ""use_200sma_filter"": false}",889,0.0394,-0.2542,0.5739,-18.8811,100K,fixed_dollar,0.2,0.4,0.0,5.49
56049d2ccefb,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 2.0, ""rr_ratio"": 1.5, ""use_200sma_filter"": true}",284,0.0106,-0.3151,0.1833,-20.4059,100K,fixed_dollar,0.2,0.4,0.0,2.9
8461f74d41c5,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 2.0, ""rr_ratio"": 2.0, ""use_200sma_filter"": false}",889,0.0394,-0.2542,0.5739,-18.8811,100K,fixed_dollar,0.2,0.4,0.0,4.05
384d594b9318,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 2.0, ""rr_ratio"": 2.0, ""use_200sma_filter"": true}",284,0.0106,-0.3151,0.1833,-20.4059,100K,fixed_dollar,0.2,0.4,0.0,2.84
8c42aae0f8b8,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 2.0, ""rr_ratio"": 3.0, ""use_200sma_filter"": false}",889,0.0394,-0.2542,0.5739,-18.8811,100K,fixed_dollar,0.2,0.4,0.0,3.84
927240a014e2,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.7, ""sl_atr_mult"": 2.0, ""rr_ratio"": 3.0, ""use_200sma_filter"": true}",284,0.0106,-0.3151,0.1833,-20.4059,100K,fixed_dollar,0.2,0.4,0.0,2.98
997c745158c8,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 0.5, ""rr_ratio"": 1.0, ""use_200sma_filter"": false}",838,0.1014,-0.6434,0.541,-16.0279,25K,fixed_dollar,0.2,0.4,0.0,3.29
3be358b267e2,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 0.5, ""rr_ratio"": 1.0, ""use_200sma_filter"": true}",271,0.0775,-0.7349,0.175,-14.4896,25K,fixed_dollar,0.2,0.4,0.0,2.82
fe503df48bd1,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 0.5, ""rr_ratio"": 1.5, ""use_200sma_filter"": false}",838,0.0525,-0.717,0.541,-16.1992,25K,fixed_dollar,0.2,0.4,0.0,3.76
ea9a5c17362c,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 0.5, ""rr_ratio"": 1.5, ""use_200sma_filter"": true}",271,0.0221,-0.816,0.175,-18.3451,25K,fixed_dollar,0.2,0.4,0.0,2.68
5e1d747caece,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 0.5, ""rr_ratio"": 2.0, ""use_200sma_filter"": false}",838,0.0382,-0.7447,0.541,-19.9277,50K,fixed_dollar,0.2,0.4,0.0,3.45
116ec31e395a,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 0.5, ""rr_ratio"": 2.0, ""use_200sma_filter"": true}",271,0.0111,-0.8449,0.175,-18.3662,25K,pct_balance,0.2,0.4,0.0,2.76
5168c0be1b1f,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 0.5, ""rr_ratio"": 3.0, ""use_200sma_filter"": false}",838,0.031,-0.7692,0.541,-19.9641,50K,fixed_dollar,0.2,0.4,0.0,4.45
906b439565e3,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 0.5, ""rr_ratio"": 3.0, ""use_200sma_filter"": true}",271,0.0074,-0.8548,0.175,-18.3864,25K,pct_balance,0.2,0.4,0.0,3.62
4b8d1697e495,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 1.0, ""rr_ratio"": 1.0, ""use_200sma_filter"": false}",838,0.0382,-0.4925,0.541,-19.6838,100K,fixed_dollar,0.2,0.4,0.0,4.16
2b691a5687f7,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 1.0, ""rr_ratio"": 1.0, ""use_200sma_filter"": true}",271,0.0111,-0.5933,0.175,-20.9482,100K,fixed_dollar,0.2,0.4,0.0,3.24
8bd90313f818,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 1.0, ""rr_ratio"": 1.5, ""use_200sma_filter"": false}",838,0.031,-0.5053,0.541,-19.7017,100K,fixed_dollar,0.2,0.4,0.0,3.82
e44eda34c261,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 1.0, ""rr_ratio"": 1.5, ""use_200sma_filter"": true}",271,0.0074,-0.5993,0.175,-21.0212,100K,fixed_dollar,0.2,0.4,0.0,2.81
20903d6afa54,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 1.0, ""rr_ratio"": 2.0, ""use_200sma_filter"": false}",838,0.031,-0.5071,0.541,-19.6913,100K,fixed_dollar,0.2,0.4,0.0,4.77
9af60a2a7e20,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 1.0, ""rr_ratio"": 2.0, ""use_200sma_filter"": true}",271,0.0074,-0.5993,0.175,-21.0212,100K,fixed_dollar,0.2,0.4,0.0,3.18
a92ac4decf61,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 1.0, ""rr_ratio"": 3.0, ""use_200sma_filter"": false}",838,0.031,-0.5071,0.541,-19.6913,100K,fixed_dollar,0.2,0.4,0.0,5.38
14a3701a32b6,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 1.0, ""rr_ratio"": 3.0, ""use_200sma_filter"": true}",271,0.0074,-0.5993,0.175,-21.0212,100K,fixed_dollar,0.2,0.4,0.0,3.06
e8f37414358a,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 1.5, ""rr_ratio"": 1.0, ""use_200sma_filter"": false}",838,0.031,-0.3474,0.541,-19.1593,100K,fixed_dollar,0.2,0.4,0.0,5.2
2791486afdef,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 1.5, ""rr_ratio"": 1.0, ""use_200sma_filter"": true}",271,0.0074,-0.426,0.175,-20.4794,100K,fixed_dollar,0.2,0.4,0.0,3.45
3cbad42153d5,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 1.5, ""rr_ratio"": 1.5, ""use_200sma_filter"": false}",838,0.031,-0.3485,0.541,-19.1636,100K,fixed_dollar,0.2,0.4,0.0,6.36
2caa396eaba9,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 1.5, ""rr_ratio"": 1.5, ""use_200sma_filter"": true}",271,0.0074,-0.426,0.175,-20.4794,100K,fixed_dollar,0.2,0.4,0.0,4.36
31b729720bf1,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 1.5, ""rr_ratio"": 2.0, ""use_200sma_filter"": false}",838,0.031,-0.3485,0.541,-19.1636,100K,fixed_dollar,0.2,0.4,0.0,3.92
5e529ce9117d,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 1.5, ""rr_ratio"": 2.0, ""use_200sma_filter"": true}",271,0.0074,-0.426,0.175,-20.4794,100K,fixed_dollar,0.2,0.4,0.0,3.8
60889905c017,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 1.5, ""rr_ratio"": 3.0, ""use_200sma_filter"": false}",838,0.031,-0.3485,0.541,-19.1636,100K,fixed_dollar,0.2,0.4,0.0,4.17
b6aca0ee0d4f,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 1.5, ""rr_ratio"": 3.0, ""use_200sma_filter"": true}",271,0.0074,-0.426,0.175,-20.4794,100K,fixed_dollar,0.2,0.4,0.0,2.85
434f9e870a14,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 2.0, ""rr_ratio"": 1.0, ""use_200sma_filter"": false}",838,0.031,-0.2626,0.541,-18.9532,100K,fixed_dollar,0.2,0.4,0.0,3.91
c7456843c473,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 2.0, ""rr_ratio"": 1.0, ""use_200sma_filter"": true}",271,0.0074,-0.324,0.175,-20.2373,100K,floor_aware,0.2,0.4,0.0,2.91
74e15b0e05a1,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 2.0, ""rr_ratio"": 1.5, ""use_200sma_filter"": false}",838,0.031,-0.2626,0.541,-18.9532,100K,fixed_dollar,0.2,0.4,0.0,3.77
848a0c8c48e1,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 2.0, ""rr_ratio"": 1.5, ""use_200sma_filter"": true}",271,0.0074,-0.324,0.175,-20.2373,100K,floor_aware,0.2,0.4,0.0,3.03
60bed1162345,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 2.0, ""rr_ratio"": 2.0, ""use_200sma_filter"": false}",838,0.031,-0.2626,0.541,-18.9532,100K,fixed_dollar,0.2,0.4,0.0,3.95
14a61ef0b8a9,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 2.0, ""rr_ratio"": 2.0, ""use_200sma_filter"": true}",271,0.0074,-0.324,0.175,-20.2373,100K,floor_aware,0.2,0.4,0.0,2.87
7f7d66245e6a,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 2.0, ""rr_ratio"": 3.0, ""use_200sma_filter"": false}",838,0.031,-0.2626,0.541,-18.9532,100K,fixed_dollar,0.2,0.4,0.0,3.8
2cee181bebbb,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.75, ""sl_atr_mult"": 2.0, ""rr_ratio"": 3.0, ""use_200sma_filter"": true}",271,0.0074,-0.324,0.175,-20.2373,100K,floor_aware,0.2,0.4,0.0,2.79
6e783d0ef53a,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 0.5, ""rr_ratio"": 1.0, ""use_200sma_filter"": false}",759,0.0949,-0.6598,0.49,-15.8971,25K,fixed_dollar,0.2,0.4,0.0,3.27
d928b456e84d,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 0.5, ""rr_ratio"": 1.0, ""use_200sma_filter"": true}",263,0.076,-0.7389,0.1698,-14.3512,25K,fixed_dollar,0.2,0.4,0.0,2.63
6c8cdf045129,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 0.5, ""rr_ratio"": 1.5, ""use_200sma_filter"": false}",759,0.0422,-0.7433,0.49,-15.9463,25K,pct_balance,0.2,0.4,0.0,3.32
444229fd79e1,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 0.5, ""rr_ratio"": 1.5, ""use_200sma_filter"": true}",263,0.019,-0.8245,0.1698,-17.8705,25K,fixed_dollar,0.2,0.4,0.0,2.99
342f1787de2e,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 0.5, ""rr_ratio"": 2.0, ""use_200sma_filter"": false}",759,0.029,-0.768,0.49,-19.802,50K,pct_balance,0.2,0.4,0.0,3.32
c516f1ca92c1,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 0.5, ""rr_ratio"": 2.0, ""use_200sma_filter"": true}",263,0.0076,-0.8489,0.1698,-17.9962,25K,fixed_dollar,0.2,0.4,0.0,2.66
303294eb0a97,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 0.5, ""rr_ratio"": 3.0, ""use_200sma_filter"": false}",759,0.0237,-0.7842,0.49,-19.8133,50K,pct_balance,0.2,0.4,0.0,3.28
6c0f957bc944,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 0.5, ""rr_ratio"": 3.0, ""use_200sma_filter"": true}",263,0.0038,-0.8591,0.1698,-18.0574,25K,fixed_dollar,0.2,0.4,0.0,2.94
cdcdd81710b6,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 1.0, ""rr_ratio"": 1.0, ""use_200sma_filter"": false}",759,0.029,-0.5142,0.49,-19.4809,100K,pct_balance,0.2,0.4,0.0,3.66
b6f4b0bf03ad,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 1.0, ""rr_ratio"": 1.0, ""use_200sma_filter"": true}",263,0.0076,-0.6012,0.1698,-20.6938,50K,pct_balance,0.2,0.4,0.0,5.36
c20a5d529872,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 1.0, ""rr_ratio"": 1.5, ""use_200sma_filter"": false}",759,0.0237,-0.5228,0.49,-19.4873,100K,pct_balance,0.2,0.4,0.0,4.97
5d21a20899b5,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 1.0, ""rr_ratio"": 1.5, ""use_200sma_filter"": true}",263,0.0038,-0.6074,0.1698,-20.7637,50K,pct_balance,0.2,0.4,0.0,4.55
74817f753382,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 1.0, ""rr_ratio"": 2.0, ""use_200sma_filter"": false}",759,0.0237,-0.5247,0.49,-19.4848,100K,pct_balance,0.2,0.4,0.0,4.69
27f3d29a2934,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 1.0, ""rr_ratio"": 2.0, ""use_200sma_filter"": true}",263,0.0038,-0.6074,0.1698,-20.7637,50K,pct_balance,0.2,0.4,0.0,3.56
cda02d83301b,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 1.0, ""rr_ratio"": 3.0, ""use_200sma_filter"": false}",759,0.0237,-0.5247,0.49,-19.4848,100K,pct_balance,0.2,0.4,0.0,5.65
2d2f9d6710c2,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 1.0, ""rr_ratio"": 3.0, ""use_200sma_filter"": true}",263,0.0038,-0.6074,0.1698,-20.7637,50K,pct_balance,0.2,0.4,0.0,3.68
4f8b9ec2e42d,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 1.5, ""rr_ratio"": 1.0, ""use_200sma_filter"": false}",759,0.0237,-0.3612,0.49,-18.8236,100K,pct_balance,0.2,0.4,0.0,4.91
9d3b128df8e1,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 1.5, ""rr_ratio"": 1.0, ""use_200sma_filter"": true}",263,0.0038,-0.4322,0.1698,-20.167,100K,pct_balance,0.2,0.4,0.0,3.87
bf3a9d3c2d76,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 1.5, ""rr_ratio"": 1.5, ""use_200sma_filter"": false}",759,0.0237,-0.3625,0.49,-18.8186,100K,pct_balance,0.2,0.4,0.0,5.51
4bb6e186cd70,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 1.5, ""rr_ratio"": 1.5, ""use_200sma_filter"": true}",263,0.0038,-0.4322,0.1698,-20.167,100K,pct_balance,0.2,0.4,0.0,4.45
d6545383cf91,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 1.5, ""rr_ratio"": 2.0, ""use_200sma_filter"": false}",759,0.0237,-0.3625,0.49,-18.8186,100K,pct_balance,0.2,0.4,0.0,4.65
d2c8897ad79c,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 1.5, ""rr_ratio"": 2.0, ""use_200sma_filter"": true}",263,0.0038,-0.4322,0.1698,-20.167,100K,pct_balance,0.2,0.4,0.0,3.46
f06653c9bd14,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 1.5, ""rr_ratio"": 3.0, ""use_200sma_filter"": false}",759,0.0237,-0.3625,0.49,-18.8186,100K,pct_balance,0.2,0.4,0.0,10.21
aa280f2d4381,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 1.5, ""rr_ratio"": 3.0, ""use_200sma_filter"": true}",263,0.0038,-0.4322,0.1698,-20.167,100K,pct_balance,0.2,0.4,0.0,6.29
1f805786fd9b,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 2.0, ""rr_ratio"": 1.0, ""use_200sma_filter"": false}",759,0.0237,-0.2733,0.49,-18.5797,100K,pct_balance,0.2,0.4,0.0,6.36
e1e3b8bcb303,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 2.0, ""rr_ratio"": 1.0, ""use_200sma_filter"": true}",263,0.0038,-0.3288,0.1698,-19.971,100K,pct_balance,0.2,0.4,0.0,4.42
83bcdadb8334,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 2.0, ""rr_ratio"": 1.5, ""use_200sma_filter"": false}",759,0.0237,-0.2733,0.49,-18.5797,100K,pct_balance,0.2,0.4,0.0,5.93
d1fe62fd5b06,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 2.0, ""rr_ratio"": 1.5, ""use_200sma_filter"": true}",263,0.0038,-0.3288,0.1698,-19.971,100K,pct_balance,0.2,0.4,0.0,4.62
c67486c70f71,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 2.0, ""rr_ratio"": 2.0, ""use_200sma_filter"": false}",759,0.0237,-0.2733,0.49,-18.5797,100K,pct_balance,0.2,0.4,0.0,7.86
2d378182f8c5,IBS,"{""ibs_low_thresh"": 0.15, ""ibs_high_thresh"": 0.8, ""sl_atr_mult"": 2.0, ""rr_ratio"": 2.0, ""use_200sma_filter"": true}",263,0.0038,-0.3288,0.1698,-19.971,100K,pct_balance,0.2,0.4,0.0,4.63
